2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
2020-01-19, -0.0049741, -9.192e-05
