timestamp,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
2020-08-12 23:40:00+00:00,XBTUSD,11587.5,11588.0,11575.0,11587.0,778,3007360,11583.4588,1,25962826544,259.62826544000006,3007360.0
2020-08-12 23:45:00+00:00,XBTUSD,11587.0,11588.0,11574.0,11575.5,717,3289367,11582.1172,1,28401255010,284.01255009999994,3289367.0
2020-08-12 23:50:00+00:00,XBTUSD,11575.5,11586.0,11575.5,11585.5,704,1354127,11580.7759,1,11693156210,116.93156209999998,1354127.0
2020-08-12 23:55:00+00:00,XBTUSD,11585.5,11586.5,11576.5,11577.0,693,2261090,11582.1172,10,19522443379,195.2244337899999,2261090.0
2020-08-13 00:00:00+00:00,XBTUSD,11577.0,11577.0,11570.5,11570.5,477,893033,11572.7346,2130,7716737503,77.16737502999999,893033.0
2020-08-13 00:05:00+00:00,XBTUSD,11570.5,11587.5,11556.0,11581.0,2318,12655498,11566.0421,1000,109429458641,1094.2945864100004,12655498.0
2020-08-13 00:10:00+00:00,XBTUSD,11581.0,11595.5,11581.0,11595.5,1135,4132603,11590.1715,7857,35658450477,356.58450477,4132603.0
2020-08-13 00:15:00+00:00,XBTUSD,11595.5,11596.0,11593.5,11596.0,563,3447417,11595.5473,11000,29731585036,297.31585035999996,3447417.0
2020-08-13 00:20:00+00:00,XBTUSD,11596.0,11615.0,11587.0,11615.0,2174,10316885,11599.5824,1000,88946609187,889.4660918699999,10316885.0
2020-08-13 00:25:00+00:00,XBTUSD,11615.0,11661.0,11614.5,11642.0,6180,35356311,11641.4435,400,303734058101,3037.3405810100007,35356311.0
2020-08-13 00:30:00+00:00,XBTUSD,11642.0,11645.5,11631.5,11634.5,1214,8216628,11640.0885,25000,70593678450,705.9367844999999,8216628.0
2020-08-13 00:35:00+00:00,XBTUSD,11634.5,11644.0,11634.5,11644.0,638,6629872,11636.0251,2300,56982428758,569.82428758,6629872.0
2020-08-13 00:40:00+00:00,XBTUSD,11644.0,11661.0,11635.5,11661.0,1495,11304490,11646.867,25245,97063406807,970.6340680699999,11304490.0
2020-08-13 00:45:00+00:00,XBTUSD,11661.0,11661.0,11641.0,11641.0,990,4750059,11655.0117,200,40758234026,407.58234025999997,4750059.0
2020-08-13 00:50:00+00:00,XBTUSD,11641.0,11660.5,11640.0,11660.5,735,5372734,11649.5806,70000,46122471897,461.2247189699999,5372734.0
2020-08-13 00:55:00+00:00,XBTUSD,11660.5,11667.0,11656.5,11659.0,1467,6981711,11661.8076,13,59871202680,598.7120268000001,6981711.0
2020-08-13 01:00:00+00:00,XBTUSD,11659.0,11659.5,11640.5,11640.5,751,4026687,11650.9379,2500,34562178429,345.6217842899998,4026687.0
2020-08-13 01:05:00+00:00,XBTUSD,11640.5,11649.0,11632.0,11632.0,1144,4538609,11641.4435,1419,38988343572,389.88343572,4538609.0
