timestamp,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
2020-08-13 00:00:00+00:00,XBTUSD,11557.5,11589.0,11553.0,11570.5,8041,25710127,11576.7539,2130,222099403321,2220.9940332100023,25710127.0
2020-08-13 01:00:00+00:00,XBTUSD,11570.5,11667.0,11556.0,11640.5,19660,113190895,11627.907,2500,973453762489,9734.53762489001,113190895.0
2020-08-13 02:00:00+00:00,XBTUSD,11640.5,11649.0,11609.5,11614.0,9041,32516452,11629.2592,5000,279616493331,2796.1649333100004,32516452.0
2020-08-13 03:00:00+00:00,XBTUSD,11614.0,11635.5,11524.5,11578.0,12340,59604063,11580.7759,10607,514737404700,5147.374047000007,59604063.0
2020-08-13 04:00:00+00:00,XBTUSD,11578.0,11592.0,11551.0,11582.5,8527,29365684,11572.7346,11,253761564881,2537.6156488099996,29365684.0
2020-08-13 05:00:00+00:00,XBTUSD,11582.5,11600.0,11558.5,11562.5,7630,24936232,11582.1172,1,215315825976,2153.1582597599977,24936232.0
2020-08-13 06:00:00+00:00,XBTUSD,11562.5,11563.0,11533.0,11547.5,6830,31712619,11546.0109,41516,274669863558,2746.6986355799977,31712619.0
2020-08-13 07:00:00+00:00,XBTUSD,11547.5,11574.0,11520.0,11570.0,8534,32064304,11542.0129,1160,277830810710,2778.3081071000006,32064304.0
2020-08-13 08:00:00+00:00,XBTUSD,11570.0,11570.5,11518.5,11532.5,8218,33372015,11540.6809,1000,289174604816,2891.7460481600037,33372015.0
2020-08-13 09:00:00+00:00,XBTUSD,11532.5,11533.0,11395.0,11431.0,28764,161852011,11456.066,5000,1412850312874,14128.503128739974,161852011.0
2020-08-13 10:00:00+00:00,XBTUSD,11431.0,11431.0,11270.5,11399.5,37719,256191165,11349.4496,1,2257525386698,22575.253866979987,256191165.0
2020-08-13 11:00:00+00:00,XBTUSD,11399.5,11482.5,11354.0,11482.5,17039,81063015,11420.7401,30000,709854079815,7098.540798150001,81063015.0
