timestamp,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
2020-08-12 23:40:00+00:00,XBTUSD,11585.0,11587.5,11584.5,11587.0,89,257427,11586.143,1,2221913447,22.21913447,257427.0
2020-08-12 23:41:00+00:00,XBTUSD,11587.0,11588.0,11587.0,11588.0,104,600413,11587.5,1,5181564190,51.8156419,600413.0
2020-08-12 23:42:00+00:00,XBTUSD,11588.0,11588.0,11587.5,11588.0,56,174808,11587.5,5,1508593040,15.085930400000002,174808.0
2020-08-12 23:43:00+00:00,XBTUSD,11588.0,11588.0,11581.5,11581.5,237,1006843,11586.143,57,8690456741,86.90456741,1006843.0
2020-08-12 23:44:00+00:00,XBTUSD,11581.5,11581.0,11574.0,11574.0,192,1217264,11578.0942,1780,10514717654,105.14717654,1217264.0
2020-08-12 23:45:00+00:00,XBTUSD,11574.0,11576.0,11574.0,11575.5,128,290039,11575.4138,1,2505923385,25.05923385,290039.0
2020-08-12 23:46:00+00:00,XBTUSD,11575.5,11576.0,11575.5,11575.5,172,222361,11575.5,10,1920976679,19.209766789999993,222361.0
2020-08-12 23:47:00+00:00,XBTUSD,11575.5,11582.5,11575.5,11582.5,189,346126,11578.0942,2,2989550303,29.895503029999986,346126.0
2020-08-12 23:48:00+00:00,XBTUSD,11582.5,11582.5,11582.0,11582.5,81,156075,11582.0,500,1347551550,13.4755155,156075.0
2020-08-12 23:49:00+00:00,XBTUSD,11582.5,11582.5,11582.0,11582.5,50,106006,11582.0,5000,915255804,9.15255804,106006.0
2020-08-12 23:50:00+00:00,XBTUSD,11582.5,11586.0,11582.0,11585.5,212,523559,11584.8007,1,4519821874,45.19821874,523559.0
2020-08-12 23:51:00+00:00,XBTUSD,11585.5,11586.5,11585.5,11586.0,108,440752,11586.0,7553,3804130512,38.04130512,440752.0
2020-08-12 23:52:00+00:00,XBTUSD,11586.0,11586.5,11586.0,11586.5,82,380345,11586.0,1,3282757695,32.82757695,380345.0
2020-08-12 23:53:00+00:00,XBTUSD,11586.5,11586.5,11578.0,11578.0,278,468330,11583.4588,341,4043202963,40.43202962999998,468330.0
2020-08-12 23:54:00+00:00,XBTUSD,11578.0,11578.5,11578.0,11578.5,76,372716,11578.0,5000,3219148092,32.19148092,372716.0
2020-08-12 23:55:00+00:00,XBTUSD,11578.5,11578.5,11576.5,11577.0,149,598947,11578.0942,10,5173204117,51.73204117,598947.0
2020-08-12 23:56:00+00:00,XBTUSD,11577.0,11577.0,11574.0,11574.5,138,133922,11576.7539,100,1156853389,11.568533890000001,133922.0
2020-08-12 23:57:00+00:00,XBTUSD,11574.5,11574.5,11574.0,11574.5,56,95552,11574.0,7,825569280,8.255692800000002,95552.0
2020-08-12 23:58:00+00:00,XBTUSD,11574.5,11574.5,11570.5,11571.0,197,579524,11572.7346,5,5008045689,50.080456889999994,579524.0
2020-08-12 23:59:00+00:00,XBTUSD,11571.0,11571.0,11570.5,11571.0,51,46108,11571.3955,5,398485190,3.984851899999999,46108.0
2020-08-13 00:00:00+00:00,XBTUSD,11571.0,11571.0,11570.5,11570.5,35,37927,11571.3955,2130,327783955,3.2778395500000004,37927.0
2020-08-13 00:01:00+00:00,XBTUSD,11570.5,11571.0,11570.0,11570.5,280,752316,11571.3955,4944,6502057233,65.02057233000001,752316.0
2020-08-13 00:02:00+00:00,XBTUSD,11570.5,11570.5,11556.0,11556.5,625,3958356,11562.0303,10,34237266346,342.37266346000007,3958356.0
2020-08-13 00:03:00+00:00,XBTUSD,11556.5,11560.0,11556.0,11560.0,325,1250541,11556.6855,500,10820967757,108.20967757,1250541.0
2020-08-13 00:04:00+00:00,XBTUSD,11560.0,11573.5,11559.5,11573.0,508,4219782,11562.0303,145,36500718940,365.00718939999996,4219782.0
2020-08-13 00:05:00+00:00,XBTUSD,11573.0,11587.5,11573.0,11581.0,580,2474503,11580.7759,1000,21368448365,213.68448365,2474503.0
2020-08-13 00:06:00+00:00,XBTUSD,11581.0,11586.0,11581.0,11585.5,198,806497,11583.4588,13,6963263532,69.63263532000002,806497.0
2020-08-13 00:07:00+00:00,XBTUSD,11585.5,11588.5,11585.0,11585.5,245,533766,11588.8284,4000,4606225972,46.06225972000001,533766.0
2020-08-13 00:08:00+00:00,XBTUSD,11585.5,11591.0,11585.0,11591.0,304,1026098,11590.1715,13371,8854078050,88.54078050000001,1026098.0
2020-08-13 00:09:00+00:00,XBTUSD,11591.0,11595.5,11591.0,11593.0,230,720319,11592.8588,80,6213522427,62.13522426999999,720319.0
2020-08-13 00:10:00+00:00,XBTUSD,11593.0,11595.5,11592.5,11595.5,158,1045923,11594.2029,7857,9021360496,90.21360496,1045923.0
2020-08-13 00:11:00+00:00,XBTUSD,11595.5,11595.5,11595.0,11595.5,170,1366813,11595.5,1,11787395312,117.87395312,1366813.0
2020-08-13 00:12:00+00:00,XBTUSD,11595.5,11596.0,11595.0,11595.5,96,188036,11595.5,10,1621622464,16.216224640000004,188036.0
2020-08-13 00:13:00+00:00,XBTUSD,11595.5,11596.0,11593.5,11593.5,158,898953,11595.5473,2,7752647662,77.52647662000001,898953.0
2020-08-13 00:14:00+00:00,XBTUSD,11593.5,11594.0,11593.5,11594.0,31,142548,11594.2029,351,1229562842,12.29562842,142548.0
2020-08-13 00:15:00+00:00,XBTUSD,11594.0,11596.0,11593.5,11596.0,108,851067,11595.5473,11000,7340356756,73.40356756000001,851067.0
2020-08-13 00:16:00+00:00,XBTUSD,11596.0,11600.0,11595.5,11600.0,443,2880097,11598.2371,461,24834783520,248.34783520000002,2880097.0
2020-08-13 00:17:00+00:00,XBTUSD,11600.0,11600.0,11587.0,11588.0,450,2721508,11592.8588,10,23478214218,234.78214218,2721508.0
2020-08-13 00:18:00+00:00,XBTUSD,11588.0,11603.5,11588.0,11603.0,376,1974351,11598.2371,1000,17023984832,170.23984832,1974351.0
2020-08-13 00:19:00+00:00,XBTUSD,11603.0,11615.0,11603.0,11615.0,834,2568894,11610.3564,87262,22128405267,221.28405266999997,2568894.0
2020-08-13 00:20:00+00:00,XBTUSD,11615.0,11615.0,11614.5,11615.0,71,172035,11614.5,1000,1481221350,14.8122135,172035.0
2020-08-13 00:21:00+00:00,XBTUSD,11615.0,11636.5,11614.5,11633.5,2170,12647509,11627.907,1500,108775481939,1087.75481939,12647509.0
2020-08-13 00:22:00+00:00,XBTUSD,11633.5,11654.0,11633.0,11654.0,2419,13769131,11645.5107,1,118237713323,1182.37713323,13769131.0
